images,values
images/008585.png,5.00001
images/008586.png,5.00001
images/008587.png,3.793
images/008588.png,4.604
images/008589.png,4.227
images/008590.png,4.381
images/008591.png,3.292
images/008592.png,3.362
images/008593.png,3.24
images/008594.png,3.426
images/008595.png,3.594
images/008596.png,3.568
images/008597.png,3.359
images/008598.png,2.958
images/008599.png,2.93
images/008600.png,3.042
images/008601.png,3.342
images/008602.png,3.169
images/008603.png,3.455
images/008604.png,3.407
images/008605.png,2.819
images/008606.png,2.9
images/008607.png,3.386
images/008608.png,2.94
images/008609.png,2.974
images/008610.png,2.959
images/008611.png,3.059
images/008612.png,3.24
images/008613.png,3.599
images/008614.png,2.929
images/008615.png,3.219
images/008616.png,3.379
images/008617.png,3.404
images/008618.png,3.655
images/008619.png,3.527
images/008620.png,3.338
images/008621.png,3.293
images/008622.png,3.376
images/008623.png,4.561
images/008624.png,4.537
images/008625.png,4.743
images/008626.png,4.727
images/008627.png,4.955
images/008628.png,5.00001
images/008629.png,4.7
images/008630.png,4.421
images/008631.png,5.00001
images/008632.png,5.00001
images/008633.png,5.00001
images/008634.png,5.00001
images/008635.png,5.00001
images/008636.png,5.00001
images/008637.png,5.00001
images/008638.png,5.00001
images/008639.png,5.00001
images/008640.png,4.345
images/008641.png,3.946
images/008642.png,5.00001
images/008643.png,4.727
images/008644.png,4.795
images/008645.png,5.00001
images/008646.png,5.00001
images/008647.png,4.698
images/008648.png,5.00001
images/008649.png,3.924
images/008650.png,3.684
images/008651.png,4.007
images/008652.png,3.808
images/008653.png,4.3
images/008654.png,5.00001
images/008655.png,4.35
images/008656.png,3.781
images/008657.png,3.846
images/008658.png,3.662
images/008659.png,3.364
images/008660.png,3.49
images/008661.png,3.798
images/008662.png,3.848
images/008663.png,4.327
images/008664.png,3.553
images/008665.png,3.486
images/008666.png,4.202
images/008667.png,5.00001
images/008668.png,5.00001
images/008669.png,5.00001
images/008670.png,3.812
images/008671.png,4.392
images/008672.png,4.167
images/008673.png,4.272
images/008674.png,2.607
images/008675.png,2.719
images/008676.png,2.821
images/008677.png,2.803
images/008678.png,2.69
images/008679.png,2.7
images/008680.png,2.833
images/008681.png,2.656
images/008682.png,2.666
images/008683.png,2.984
images/008684.png,2.963
images/008685.png,3.252
images/008686.png,2.917
images/008687.png,2.838
images/008688.png,2.559
images/008689.png,2.671
images/008690.png,2.781
images/008691.png,2.523
images/008692.png,2.554
images/008693.png,2.596
images/008694.png,2.486
images/008695.png,2.794
images/008696.png,2.859
images/008697.png,2.865
images/008698.png,2.613
images/008699.png,2.796
images/008700.png,2.57
images/008701.png,2.815
images/008702.png,2.713
images/008703.png,3.097
images/008704.png,3.141
images/008705.png,3.319
images/008706.png,3.585
images/008707.png,3.509
images/008708.png,3.307
images/008709.png,3.542
images/008710.png,3.482
images/008711.png,3.344
images/008712.png,3.326
images/008713.png,3.412
images/008714.png,3.493
images/008715.png,3.953
images/008716.png,3.547
images/008717.png,3.613
images/008718.png,4.1
images/008719.png,3.79
images/008720.png,3.42
images/008721.png,3.536
images/008722.png,3.43
images/008723.png,3.428
images/008724.png,3.434
images/008725.png,3.502
images/008726.png,3.534
images/008727.png,3.39
images/008728.png,2.864
images/008729.png,2.348
images/008730.png,2.707
images/008731.png,3.189
images/008732.png,3.761
images/008733.png,2.25
images/008734.png,2.73
images/008735.png,2.799
images/008736.png,3.1
images/008737.png,3.237
images/008738.png,3.617
images/008739.png,3.626
images/008740.png,3.36
images/008741.png,3.821
images/008742.png,3.795
images/008743.png,3.462
images/008744.png,3.57
images/008745.png,4.178
images/008746.png,4.468
images/008747.png,3.289
images/008748.png,3.39
images/008749.png,3.878
images/008750.png,3.527
images/008751.png,3.669
images/008752.png,3.395
images/008753.png,3.608
images/008754.png,3.3
images/008755.png,3.788
images/008756.png,3.599
images/008757.png,4.583
images/008758.png,4.836
images/008759.png,4.103
images/008760.png,5.00001
images/008761.png,5.00001
images/008762.png,3.568
images/008763.png,4.822
images/008764.png,5.00001
images/008765.png,4.885
images/008766.png,5.00001
images/008767.png,4.875
images/008768.png,5.00001
images/008769.png,3.656
images/008770.png,3.5
images/008771.png,3.277
images/008772.png,3.189
images/008773.png,3.117
images/008774.png,5.00001
images/008775.png,3.089
images/008776.png,2.858
images/008777.png,2.547
images/008778.png,2.779
images/008779.png,2.448
images/008780.png,2.799
images/008781.png,3.151
images/008782.png,2.864
images/008783.png,2.5
images/008784.png,3.838
images/008785.png,2.711
images/008786.png,5.00001
images/008787.png,5.00001
images/008788.png,5.00001
images/008789.png,5.00001
images/008790.png,5.00001
images/008791.png,5.00001
images/008792.png,5.00001
images/008793.png,5.00001
images/008794.png,5.00001
images/008795.png,5.00001
images/008796.png,5.00001
images/008797.png,5.00001
images/008798.png,5.00001
images/008799.png,5.00001
images/008800.png,5.00001
images/008801.png,4.183
images/008802.png,5.00001
images/008803.png,5.00001
images/008804.png,5.00001
images/008805.png,5.00001
images/008806.png,5.00001
images/008807.png,5.00001
images/008808.png,5.00001
images/008809.png,5.00001
images/008810.png,4.168
images/008811.png,4.147
images/008812.png,3.573
images/008813.png,3.964
images/008814.png,5.00001
images/008815.png,5.00001
images/008816.png,5.00001
images/008817.png,5.00001
images/008818.png,5.00001
images/008819.png,2.0
images/008820.png,2.889
images/008821.png,2.667
images/008822.png,2.361
images/008823.png,3.125
images/008824.png,3.136
images/008825.png,2.438
images/008826.png,2.833
images/008827.png,3.0
images/008828.png,2.0
images/008829.png,3.833
images/008830.png,3.833
images/008831.png,3.0
images/008832.png,5.00001
images/008833.png,2.25
images/008834.png,3.417
images/008835.png,4.0
images/008836.png,3.125
images/008837.png,4.314
images/008838.png,3.353
images/008839.png,4.308
images/008840.png,4.5
images/008841.png,2.813
images/008842.png,2.729
images/008843.png,3.625
images/008844.png,4.25
images/008845.png,3.75
images/008846.png,5.00001
images/008847.png,5.00001
images/008848.png,5.00001
images/008849.png,5.00001
images/008850.png,5.00001
images/008851.png,5.00001
images/008852.png,5.00001
images/008853.png,5.00001
images/008854.png,5.00001
images/008855.png,5.00001
images/008856.png,5.00001
images/008857.png,5.00001
images/008858.png,5.00001
images/008859.png,5.00001
images/008860.png,5.00001
images/008861.png,5.00001
images/008862.png,5.00001
images/008863.png,5.00001
images/008864.png,5.00001
images/008865.png,5.00001
images/008866.png,5.00001
images/008867.png,5.00001
images/008868.png,5.00001
images/008869.png,5.00001
images/008870.png,5.00001
images/008871.png,5.00001
images/008872.png,5.00001
images/008873.png,5.00001
images/008874.png,5.00001
images/008875.png,5.00001
images/008876.png,5.00001
images/008877.png,5.00001
images/008878.png,5.00001
images/008879.png,5.00001
images/008880.png,5.00001
images/008881.png,4.351
images/008882.png,5.00001
images/008883.png,5.00001
images/008884.png,5.00001
images/008885.png,5.00001
images/008886.png,5.00001
images/008887.png,5.00001
images/008888.png,4.367
images/008889.png,3.833
images/008890.png,4.833
images/008891.png,2.917
images/008892.png,3.5
images/008893.png,5.00001
images/008894.png,4.421
images/008895.png,4.5
images/008896.png,4.708
images/008897.png,3.536
images/008898.png,4.75
images/008899.png,3.3
images/008900.png,5.00001
images/008901.png,5.00001
images/008902.png,5.00001
images/008903.png,5.00001
images/008904.png,3.5
images/008905.png,3.479
images/008906.png,3.818
images/008907.png,2.906
images/008908.png,3.405
images/008909.png,3.1
images/008910.png,3.75
images/008911.png,3.75
images/008912.png,3.667
images/008913.png,3.273
images/008914.png,3.25
images/008915.png,3.375
images/008916.png,2.333
images/008917.png,2.975
images/008918.png,2.5
images/008919.png,3.325
images/008920.png,3.308
images/008921.png,2.938
images/008922.png,4.5
images/008923.png,5.00001
images/008924.png,5.00001
images/008925.png,3.815
images/008926.png,3.7
images/008927.png,4.25
images/008928.png,5.00001
images/008929.png,3.538
images/008930.png,3.844
images/008931.png,3.405
images/008932.png,4.5
images/008933.png,5.0
images/008934.png,5.00001
images/008935.png,5.00001
images/008936.png,4.444
images/008937.png,4.708
images/008938.png,4.629
images/008939.png,3.983
images/008940.png,4.182
images/008941.png,5.00001
images/008942.png,5.00001
images/008943.png,4.801
images/008944.png,4.611
images/008945.png,4.13
images/008946.png,4.219
images/008947.png,4.934
images/008948.png,4.562
images/008949.png,4.73
images/008950.png,4.054
images/008951.png,1.964
images/008952.png,2.664
images/008953.png,2.686
images/008954.png,2.794
images/008955.png,3.145
images/008956.png,3.041
images/008957.png,3.406
images/008958.png,3.229
images/008959.png,3.551
images/008960.png,3.563
images/008961.png,3.328
images/008962.png,4.857
images/008963.png,3.692
images/008964.png,3.149
images/008965.png,3.391
images/008966.png,3.294
images/008967.png,3.36
images/008968.png,3.281
images/008969.png,3.267
images/008970.png,3.443
images/008971.png,3.516
images/008972.png,3.335
images/008973.png,3.31
images/008974.png,5.00001
images/008975.png,3.025
images/008976.png,2.853
images/008977.png,3.05
images/008978.png,2.714
images/008979.png,3.298
images/008980.png,2.75
images/008981.png,3.25
images/008982.png,3.143
images/008983.png,3.23
images/008984.png,2.75
images/008985.png,5.00001
images/008986.png,2.283
images/008987.png,4.391
images/008988.png,3.137
images/008989.png,3.97
images/008990.png,5.00001
images/008991.png,4.925
images/008992.png,2.704
images/008993.png,2.691
images/008994.png,2.871
images/008995.png,2.689
images/008996.png,2.221
images/008997.png,3.149
images/008998.png,3.133
images/008999.png,2.476
images/009000.png,2.968
images/009001.png,1.794
images/009002.png,1.83
images/009003.png,3.72
images/009004.png,4.72
images/009005.png,5.00001
images/009006.png,4.07
images/009007.png,4.385
images/009008.png,3.8
images/009009.png,4.333
images/009010.png,5.00001
images/009011.png,5.00001
images/009012.png,4.481
images/009013.png,5.00001
images/009014.png,5.00001
images/009015.png,5.00001
images/009016.png,5.00001
images/009017.png,3.773
images/009018.png,3.185
images/009019.png,3.992
images/009020.png,3.567
images/009021.png,3.461
images/009022.png,5.00001
images/009023.png,3.855
images/009024.png,5.00001
images/009025.png,5.00001
images/009026.png,5.00001
images/009027.png,5.00001
images/009028.png,5.00001
images/009029.png,5.00001
images/009030.png,5.00001
images/009031.png,5.00001
images/009032.png,5.00001
images/009033.png,5.00001
images/009034.png,1.067
images/009035.png,1.151
images/009036.png,1.2
images/009037.png,1.239
images/009038.png,1.048
images/009039.png,1.5
images/009040.png,1.44
images/009041.png,1.401
images/009042.png,1.257
images/009043.png,1.315
images/009044.png,0.968
images/009045.png,1.026
images/009046.png,1.875
images/009047.png,1.594
images/009048.png,1.411
images/009049.png,1.385
images/009050.png,1.375
images/009051.png,1.04
images/009052.png,2.25
images/009053.png,1.3
images/009054.png,0.938
images/009055.png,1.088
images/009056.png,1.135
images/009057.png,1.011
images/009058.png,1.003
images/009059.png,1.196
images/009060.png,1.265
images/009061.png,0.854
images/009062.png,1.075
images/009063.png,1.109
images/009064.png,1.469
images/009065.png,2.472
images/009066.png,1.181
images/009067.png,1.172
images/009068.png,1.014
images/009069.png,0.93
images/009070.png,0.869
images/009071.png,0.977
images/009072.png,0.984
images/009073.png,1.021
images/009074.png,1.163
images/009075.png,1.277
images/009076.png,1.268
images/009077.png,1.0
images/009078.png,0.949
images/009079.png,1.636
images/009080.png,1.464
images/009081.png,1.634
images/009082.png,1.719
images/009083.png,1.856
images/009084.png,1.679
images/009085.png,1.403
images/009086.png,1.268
images/009087.png,1.732
images/009088.png,1.797
images/009089.png,1.382
images/009090.png,1.524
images/009091.png,1.401
images/009092.png,1.363
images/009093.png,1.854
images/009094.png,2.184
images/009095.png,2.649
images/009096.png,1.489
images/009097.png,1.567
images/009098.png,1.516
images/009099.png,1.375
images/009100.png,1.256
images/009101.png,1.327
images/009102.png,1.358
images/009103.png,1.41
images/009104.png,1.357
images/009105.png,0.992
images/009106.png,0.969
images/009107.png,2.281
images/009108.png,2.922
images/009109.png,2.044
images/009110.png,0.945
images/009111.png,1.114
images/009112.png,1.541
images/009113.png,2.621
images/009114.png,2.224
images/009115.png,1.811
images/009116.png,1.026
images/009117.png,1.135
images/009118.png,1.676
images/009119.png,1.485
images/009120.png,1.035
images/009121.png,1.069
images/009122.png,1.381
images/009123.png,1.429
images/009124.png,1.466
images/009125.png,1.074
images/009126.png,1.093
images/009127.png,1.163
images/009128.png,1.455
images/009129.png,1.372
images/009130.png,1.543
images/009131.png,1.513
images/009132.png,1.374
images/009133.png,1.418
images/009134.png,2.399
images/009135.png,2.252
images/009136.png,5.00001
images/009137.png,3.333
images/009138.png,3.116
images/009139.png,3.404
images/009140.png,2.94
images/009141.png,3.191
images/009142.png,1.508
images/009143.png,1.594
images/009144.png,1.65
images/009145.png,1.953
images/009146.png,2.202
images/009147.png,2.518
images/009148.png,1.875
images/009149.png,2.394
images/009150.png,1.85
images/009151.png,2.332
images/009152.png,1.855
images/009153.png,2.178
images/009154.png,2.362
images/009155.png,2.201
images/009156.png,2.537
images/009157.png,1.695
images/009158.png,3.59
images/009159.png,1.879
images/009160.png,1.996
images/009161.png,2.134
images/009162.png,2.29
images/009163.png,2.385
images/009164.png,1.83
images/009165.png,2.183
images/009166.png,1.946
images/009167.png,2.377
images/009168.png,4.5
images/009169.png,1.671
images/009170.png,2.363
images/009171.png,1.55
images/009172.png,1.546
images/009173.png,2.852
images/009174.png,2.281
images/009175.png,1.361
images/009176.png,2.621
images/009177.png,3.112
images/009178.png,3.337
images/009179.png,3.237
images/009180.png,5.00001
images/009181.png,2.781
images/009182.png,2.026
images/009183.png,2.651
images/009184.png,2.829
images/009185.png,3.209
images/009186.png,3.233
images/009187.png,3.295
images/009188.png,0.14999
images/009189.png,1.625
images/009190.png,1.917
images/009191.png,1.83
images/009192.png,3.75
images/009193.png,1.795
images/009194.png,2.143
images/009195.png,1.146
images/009196.png,0.956
images/009197.png,1.063
images/009198.png,1.065
images/009199.png,1.241
images/009200.png,1.198
images/009201.png,1.037
images/009202.png,1.223
images/009203.png,1.044
images/009204.png,1.375
images/009205.png,1.478
images/009206.png,0.944
images/009207.png,0.807
images/009208.png,0.961
images/009209.png,1.136
images/009210.png,1.231
images/009211.png,1.125
images/009212.png,0.463
images/009213.png,0.917
images/009214.png,0.792
images/009215.png,0.759
images/009216.png,0.505
images/009217.png,0.507
images/009218.png,0.523
images/009219.png,0.57
images/009220.png,0.815
images/009221.png,0.588
images/009222.png,0.638
images/009223.png,0.839
images/009224.png,0.619
images/009225.png,0.643
images/009226.png,0.633
images/009227.png,0.652
images/009228.png,0.922
images/009229.png,1.563
images/009230.png,0.953
images/009231.png,0.958
images/009232.png,0.746
images/009233.png,0.849
images/009234.png,0.885
images/009235.png,0.816
images/009236.png,0.96
images/009237.png,0.539
images/009238.png,0.985
images/009239.png,1.024
images/009240.png,1.012
images/009241.png,1.118
images/009242.png,0.596
images/009243.png,0.604
images/009244.png,0.618
images/009245.png,0.471
images/009246.png,0.528
images/009247.png,0.48
images/009248.png,0.965
images/009249.png,0.942
images/009250.png,0.909
images/009251.png,1.194
images/009252.png,0.738
images/009253.png,0.707
images/009254.png,0.55
images/009255.png,0.617
images/009256.png,0.523
images/009257.png,0.525
images/009258.png,0.614
images/009259.png,0.661
images/009260.png,0.652
images/009261.png,0.516
images/009262.png,0.518
images/009263.png,0.483
images/009264.png,0.623
images/009265.png,1.213
images/009266.png,0.65
images/009267.png,0.617
images/009268.png,3.07
images/009269.png,3.921
images/009270.png,2.556
images/009271.png,3.349
images/009272.png,2.909
images/009273.png,4.232
images/009274.png,2.153
images/009275.png,2.286
images/009276.png,2.879
images/009277.png,3.095
images/009278.png,2.016
images/009279.png,3.015
images/009280.png,2.792
images/009281.png,3.687
images/009282.png,2.763
images/009283.png,2.856
images/009284.png,3.45
images/009285.png,2.098
images/009286.png,2.953
images/009287.png,3.508
images/009288.png,4.359
images/009289.png,1.188
images/009290.png,0.675
images/009291.png,1.792
images/009292.png,2.527
images/009293.png,3.109
images/009294.png,2.742
images/009295.png,4.0
images/009296.png,2.932
images/009297.png,3.877
images/009298.png,3.248
images/009299.png,3.973
images/009300.png,3.14
images/009301.png,2.395
images/009302.png,3.615
images/009303.png,3.422
images/009304.png,2.77
images/009305.png,3.011
images/009306.png,4.44
images/009307.png,3.242
images/009308.png,3.719
images/009309.png,3.199
images/009310.png,5.00001
images/009311.png,3.375
images/009312.png,4.333
images/009313.png,4.878
images/009314.png,3.294
images/009315.png,4.392
images/009316.png,5.00001
images/009317.png,4.208
images/009318.png,4.517
images/009319.png,2.0
images/009320.png,2.708
images/009321.png,2.875
images/009322.png,3.521
images/009323.png,2.313
images/009324.png,2.638
images/009325.png,3.31
images/009326.png,2.688
images/009327.png,5.00001
images/009328.png,2.908
images/009329.png,1.875
images/009330.png,2.125
images/009331.png,1.875
images/009332.png,2.92
images/009333.png,2.667
images/009334.png,2.554
images/009335.png,3.091
images/009336.png,3.054
images/009337.png,2.752
images/009338.png,2.896
images/009339.png,3.167
images/009340.png,3.02
images/009341.png,2.466
images/009342.png,4.143
images/009343.png,3.201
images/009344.png,3.369
images/009345.png,3.55
images/009346.png,3.163
images/009347.png,2.922
images/009348.png,3.457
images/009349.png,3.989
images/009350.png,3.821
images/009351.png,5.00001
images/009352.png,5.00001
images/009353.png,5.00001
images/009354.png,5.00001
images/009355.png,5.00001
images/009356.png,5.00001
images/009357.png,5.00001
images/009358.png,4.357
images/009359.png,4.688
images/009360.png,2.713
images/009361.png,4.705
images/009362.png,3.932
images/009363.png,4.318
images/009364.png,4.352
images/009365.png,4.055
images/009366.png,5.00001
images/009367.png,2.0
images/009368.png,3.339
images/009369.png,3.75
images/009370.png,5.00001
images/009371.png,4.105
images/009372.png,3.103
images/009373.png,3.908
images/009374.png,3.178
images/009375.png,3.492
images/009376.png,3.009
images/009377.png,3.862
images/009378.png,3.1
images/009379.png,3.18
images/009380.png,5.00001
images/009381.png,5.00001
images/009382.png,5.00001
images/009383.png,4.411
images/009384.png,5.00001
images/009385.png,5.00001
images/009386.png,5.00001
images/009387.png,4.746
images/009388.png,4.583
images/009389.png,5.00001
images/009390.png,3.272
images/009391.png,3.7
images/009392.png,4.89
images/009393.png,5.00001
images/009394.png,4.029
images/009395.png,4.176
images/009396.png,2.671
images/009397.png,3.892
images/009398.png,4.534
images/009399.png,4.635
images/009400.png,5.00001
images/009401.png,5.00001
images/009402.png,4.6
images/009403.png,4.131
images/009404.png,4.144
images/009405.png,4.0
images/009406.png,3.086
images/009407.png,4.024
images/009408.png,4.244
images/009409.png,4.004
images/009410.png,3.625
images/009411.png,2.584
images/009412.png,1.404
images/009413.png,3.461
images/009414.png,5.00001
images/009415.png,4.42
images/009416.png,5.00001
images/009417.png,5.00001
images/009418.png,5.00001
images/009419.png,2.75
images/009420.png,4.938
images/009421.png,4.786
images/009422.png,3.5
images/009423.png,4.958
images/009424.png,2.387
images/009425.png,2.426
images/009426.png,2.615
images/009427.png,2.707
images/009428.png,2.0
images/009429.png,4.3
images/009430.png,1.635
images/009431.png,2.409
images/009432.png,2.388
images/009433.png,2.531
images/009434.png,0.713
images/009435.png,1.131
images/009436.png,1.038
images/009437.png,0.915
images/009438.png,1.05
images/009439.png,0.875
images/009440.png,1.208
images/009441.png,0.702
images/009442.png,0.881
images/009443.png,0.938
images/009444.png,0.924
images/009445.png,1.12
images/009446.png,1.042
images/009447.png,1.219
images/009448.png,0.96
images/009449.png,1.111
images/009450.png,0.559
images/009451.png,1.646
images/009452.png,0.7
images/009453.png,0.579
images/009454.png,0.603
images/009455.png,0.792
images/009456.png,0.698
images/009457.png,1.458
images/009458.png,1.0
images/009459.png,0.715
images/009460.png,1.407
images/009461.png,1.573
images/009462.png,1.503
images/009463.png,1.65
images/009464.png,1.104
images/009465.png,1.316
images/009466.png,0.95
images/009467.png,1.133
images/009468.png,0.936
images/009469.png,1.058
images/009470.png,1.162
images/009471.png,1.5
images/009472.png,0.966
images/009473.png,1.044
images/009474.png,0.926
images/009475.png,1.246
images/009476.png,0.772
images/009477.png,0.96
images/009478.png,0.769
images/009479.png,0.718
images/009480.png,0.715
images/009481.png,0.84
images/009482.png,1.05
images/009483.png,1.471
images/009484.png,1.542
images/009485.png,1.375
images/009486.png,1.342
images/009487.png,1.429
images/009488.png,1.445
images/009489.png,1.75
images/009490.png,1.493
images/009491.png,1.188
images/009492.png,1.054
images/009493.png,1.514
images/009494.png,1.405
images/009495.png,2.77
images/009496.png,2.132
images/009497.png,2.25
images/009498.png,1.588
images/009499.png,1.656
images/009500.png,0.953
images/009501.png,1.761
images/009502.png,1.01
images/009503.png,1.094
images/009504.png,1.154
images/009505.png,1.421
images/009506.png,1.311
images/009507.png,1.598
images/009508.png,1.152
images/009509.png,1.546
images/009510.png,1.44
images/009511.png,1.221
images/009512.png,1.129
images/009513.png,1.146
images/009514.png,1.274
images/009515.png,0.823
images/009516.png,1.096
images/009517.png,0.962
images/009518.png,1.256
images/009519.png,1.089
images/009520.png,1.092
images/009521.png,0.844
images/009522.png,1.0
images/009523.png,1.161
images/009524.png,2.149
images/009525.png,1.619
images/009526.png,0.947
images/009527.png,1.208
images/009528.png,0.7
images/009529.png,0.958
images/009530.png,0.949
images/009531.png,0.831
images/009532.png,0.663
images/009533.png,1.232
images/009534.png,0.905
images/009535.png,0.728
images/009536.png,0.807
images/009537.png,0.859
images/009538.png,0.738
images/009539.png,0.727
images/009540.png,1.375
images/009541.png,0.813
images/009542.png,0.888
images/009543.png,0.644
images/009544.png,0.673
images/009545.png,0.729
images/009546.png,0.714
images/009547.png,1.038
images/009548.png,1.139
images/009549.png,1.645
images/009550.png,1.094
images/009551.png,1.031
images/009552.png,0.942
images/009553.png,0.704
images/009554.png,0.846
images/009555.png,1.076
images/009556.png,0.728
images/009557.png,0.691
images/009558.png,0.746
images/009559.png,1.301
images/009560.png,0.869
images/009561.png,1.102
images/009562.png,0.71
images/009563.png,0.835
images/009564.png,1.021
images/009565.png,0.873
images/009566.png,0.661
images/009567.png,0.75
images/009568.png,0.692
images/009569.png,1.463
images/009570.png,0.689
images/009571.png,0.875
images/009572.png,1.013
images/009573.png,0.886
images/009574.png,0.88
images/009575.png,0.675
images/009576.png,1.25
images/009577.png,1.414
images/009578.png,0.83
images/009579.png,0.797
images/009580.png,0.958
images/009581.png,0.896
images/009582.png,1.183
images/009583.png,0.832
images/009584.png,0.853
images/009585.png,1.306
images/009586.png,1.216
images/009587.png,1.08
images/009588.png,1.276
images/009589.png,1.172
images/009590.png,1.253
images/009591.png,1.178
images/009592.png,1.014
images/009593.png,1.382
images/009594.png,0.988
images/009595.png,1.262
images/009596.png,1.335
images/009597.png,0.953
images/009598.png,0.756
images/009599.png,0.818
images/009600.png,0.724
images/009601.png,0.885
images/009602.png,0.67
images/009603.png,0.609
images/009604.png,0.952
images/009605.png,0.878
images/009606.png,0.75
images/009607.png,0.683
images/009608.png,0.798
images/009609.png,0.632
images/009610.png,0.576
images/009611.png,0.627
images/009612.png,0.609
images/009613.png,0.604
images/009614.png,0.733
images/009615.png,0.571
images/009616.png,0.811
images/009617.png,1.015
images/009618.png,0.723
images/009619.png,2.122
images/009620.png,0.894
images/009621.png,1.036
images/009622.png,0.596
images/009623.png,0.559
images/009624.png,0.576
images/009625.png,0.563
images/009626.png,0.599
images/009627.png,0.938
images/009628.png,0.875
images/009629.png,0.976
images/009630.png,0.774
images/009631.png,0.962
images/009632.png,0.975
images/009633.png,1.234
images/009634.png,0.972
images/009635.png,1.125
images/009636.png,1.177
images/009637.png,1.563
images/009638.png,0.972
images/009639.png,1.478
images/009640.png,0.863
images/009641.png,1.0
images/009642.png,0.785
images/009643.png,0.82
images/009644.png,0.886
images/009645.png,1.042
images/009646.png,1.406
images/009647.png,1.655
images/009648.png,0.55
images/009649.png,1.202
images/009650.png,1.406
images/009651.png,1.5
images/009652.png,0.675
images/009653.png,0.875
images/009654.png,0.495
images/009655.png,0.613
images/009656.png,0.757
images/009657.png,0.694
images/009658.png,0.875
images/009659.png,0.44
images/009660.png,0.575
images/009661.png,0.346
images/009662.png,0.691
images/009663.png,0.475
images/009664.png,0.561
images/009665.png,0.526
images/009666.png,0.479
images/009667.png,0.957
images/009668.png,0.978
images/009669.png,1.148
images/009670.png,0.825
images/009671.png,1.607
images/009672.png,1.3
images/009673.png,1.078
images/009674.png,1.593
images/009675.png,2.427
images/009676.png,2.214
images/009677.png,1.698
images/009678.png,1.955
images/009679.png,1.889
images/009680.png,1.625
images/009681.png,0.875
images/009682.png,1.375
images/009683.png,2.318
images/009684.png,1.599
images/009685.png,1.529
images/009686.png,1.778
images/009687.png,1.654
images/009688.png,1.425
images/009689.png,1.481
images/009690.png,1.575
images/009691.png,1.581
images/009692.png,1.603
images/009693.png,1.561
images/009694.png,1.085
images/009695.png,1.276
images/009696.png,1.305
images/009697.png,1.185
images/009698.png,1.192
images/009699.png,1.29
images/009700.png,1.352
images/009701.png,1.304
images/009702.png,1.375
images/009703.png,1.125
images/009704.png,2.481
images/009705.png,2.142
images/009706.png,2.21
images/009707.png,1.696
images/009708.png,1.232
images/009709.png,1.475
images/009710.png,1.923
images/009711.png,1.931
images/009712.png,1.897
images/009713.png,2.225
images/009714.png,2.023
images/009715.png,1.683
images/009716.png,1.689
images/009717.png,1.5
images/009718.png,2.938
images/009719.png,1.369
images/009720.png,2.538
images/009721.png,3.229
images/009722.png,2.535
images/009723.png,2.11
images/009724.png,1.757
images/009725.png,1.77
images/009726.png,2.063
images/009727.png,2.319
images/009728.png,2.451
images/009729.png,1.853
images/009730.png,2.453
images/009731.png,2.299
images/009732.png,2.21
images/009733.png,2.387
images/009734.png,2.225
images/009735.png,1.557
images/009736.png,2.272
images/009737.png,1.21
images/009738.png,1.353
images/009739.png,1.324
images/009740.png,1.75
images/009741.png,2.552
images/009742.png,2.865
images/009743.png,2.275
images/009744.png,1.528
images/009745.png,2.526
images/009746.png,1.655
images/009747.png,2.017
images/009748.png,1.357
images/009749.png,0.729
images/009750.png,2.449
images/009751.png,2.831
images/009752.png,2.918
images/009753.png,2.7
images/009754.png,3.366
images/009755.png,3.901
images/009756.png,1.298
images/009757.png,1.147
images/009758.png,1.125
images/009759.png,1.341
images/009760.png,2.107
images/009761.png,2.746
images/009762.png,3.77
images/009763.png,2.791
images/009764.png,2.884
images/009765.png,2.306
images/009766.png,4.058
images/009767.png,1.027
images/009768.png,0.766
images/009769.png,1.143
images/009770.png,1.091
images/009771.png,1.906
images/009772.png,0.924
images/009773.png,1.005
images/009774.png,2.063
images/009775.png,1.255
images/009776.png,1.646
images/009777.png,0.762
images/009778.png,1.379
images/009779.png,0.958
images/009780.png,1.137
images/009781.png,1.632
images/009782.png,1.0
images/009783.png,1.35
images/009784.png,1.469
images/009785.png,2.0
images/009786.png,1.146
images/009787.png,0.875
images/009788.png,2.5
images/009789.png,2.1
images/009790.png,3.625
images/009791.png,4.5
images/009792.png,3.875
images/009793.png,3.788
images/009794.png,4.26
images/009795.png,3.574
images/009796.png,5.00001
images/009797.png,3.944
images/009798.png,3.988
images/009799.png,4.68
images/009800.png,3.691
images/009801.png,4.871
images/009802.png,3.64
images/009803.png,4.658
images/009804.png,4.528
images/009805.png,5.00001
images/009806.png,4.078
images/009807.png,3.865
images/009808.png,4.699
images/009809.png,4.171
images/009810.png,5.0
images/009811.png,5.00001
images/009812.png,2.257
images/009813.png,2.538
images/009814.png,2.78
images/009815.png,2.68
images/009816.png,2.538
images/009817.png,2.365
images/009818.png,2.417
images/009819.png,2.493
images/009820.png,2.401
images/009821.png,2.346
images/009822.png,2.354
images/009823.png,2.545
images/009824.png,2.583
images/009825.png,2.479
images/009826.png,2.402
images/009827.png,2.864
images/009828.png,2.9
images/009829.png,2.438
images/009830.png,2.792
images/009831.png,3.139
images/009832.png,3.198
images/009833.png,3.111
images/009834.png,2.875
images/009835.png,3.391
images/009836.png,2.173
images/009837.png,2.171
images/009838.png,2.346
images/009839.png,2.264
images/009840.png,2.438
images/009841.png,2.365
